Subset,Loss,Accuracy,F1-Macro
Valid,1.0704314708709717,0.6563706563706564,0.6516658574199907
Train,0.9422977447509766,0.7099701037906138,0.707323233864769
Valid,1.0702413320541382,0.6563706563706564,0.6519680369193722
Train,0.944151759147644,0.7099108754512635,0.7083676552088536
Valid,1.0697827339172363,0.6602316602316602,0.6563036045541117
Train,0.9266362190246582,0.7221979354693141,0.7203331122955076
Valid,1.0697236061096191,0.6563706563706564,0.6518732829391558
Train,0.9282013535499573,0.7093312838447654,0.7083413290157551
Valid,1.0694446563720703,0.6563706563706564,0.651727320533408
Train,0.9262949705123902,0.7200910988267148,0.7183883447026043
Valid,1.0693156719207764,0.6602316602316602,0.6561409107005207
Train,0.9481658935546875,0.7001339688628159,0.6993224869157769
Valid,1.069714069366455,0.6563706563706564,0.6517455080735126
Train,0.9331100225448609,0.7127397337545126,0.7109289012025005
Valid,1.0699913501739502,0.6525096525096525,0.6477418400835961
Train,0.9531475305557251,0.7098516471119133,0.7074240409610086
Valid,1.0686582326889038,0.6602316602316602,0.6562145161858626
Train,0.9403922915458679,0.7142556972021661,0.7136334658859399
Valid,1.0682953596115112,0.6563706563706564,0.6521307307729634
Train,0.9343930363655091,0.7215703971119133,0.7205567219857383
Valid,1.0677779912948608,0.6563706563706564,0.651727320533408
Train,0.9393341302871704,0.7183396322202167,0.7162065389856807
Valid,1.06789231300354,0.6602316602316602,0.6557840987732022
Train,0.9473004579544068,0.7099701037906138,0.7083330593130222
Valid,1.0677894353866577,0.6563706563706564,0.6518185647655056
Train,0.9164561867713928,0.723014440433213,0.721109311958111
Valid,1.067767858505249,0.6563706563706564,0.6518185647655056
Train,0.9116888880729676,0.7247306520758123,0.7235973636454327
Valid,1.0681321620941162,0.6486486486486487,0.6445710166154
Train,0.9373160123825073,0.7050936371841156,0.7027198410207655
Valid,1.0680568218231201,0.6602316602316602,0.6564408472093821
Train,0.9469426989555358,0.7047622405234657,0.7007717490472837
Valid,1.067223310470581,0.6602316602316602,0.6561692357269397
Train,0.9383946776390075,0.7167291854693141,0.715483320275583
Valid,1.0653693675994873,0.6563706563706564,0.652376713325153
Train,0.9390611410140991,0.7109642937725631,0.7103812990919824
Valid,1.0651416778564453,0.6602316602316602,0.6562922736596185
Train,0.9124245882034302,0.7197709837545126,0.7178472474291255
Valid,1.0653799772262573,0.6563706563706564,0.6527117145116408
Train,0.9241251587867737,0.7117102888086643,0.70929999208149
Valid,1.065144658088684,0.6563706563706564,0.6523689368155525
Train,0.9109791874885559,0.7234642937725632,0.7218636388861028
Valid,1.065922498703003,0.6602316602316602,0.6558951654894114
Train,0.9362623453140259,0.7118879738267149,0.7110006685640412
Valid,1.0669249296188354,0.6525096525096525,0.6487573457780635
Train,0.9299897909164428,0.7064431972021661,0.7037356628760703
Valid,1.0653736591339111,0.6563706563706564,0.6526721062038403
